Total 156 Interactions,,,,,Normalized by Bait (per sample),,,,,,,,,,,,,,,Relative to HM (by Rep.),,,,,,,,,,,,,,
Pair,Bait,Prey,BaitID,PreyID,HM_1,HM_2,HM_3,Neu_1,Neu_2,Neu_3,F_1,F_2,F_3,S_1,S_2,S_3,FS_1,FS_2,FS_3,HM_1,HM_2,HM_3,Neu_1,Neu_2,Neu_3,F_1,F_2,F_3,S_1,S_2,S_3,FS_1,FS_2,FS_3
BSG_CCT3,BSG,CCT3,P35613,P49368,158716.172,188662.739,113914.247,150361.9715,167304.1268,81971.4615,121954.0704,180397.1162,98486.13565,139486.5625,132771.5792,80869.04809,139643.2329,157874.1522,76238.27244,100,100,100,94.74,88.68,71.96,76.84,95.62,86.46,87.88,70.38,70.99,87.98,83.68,66.93
EGFR_CCT3,EGFR,CCT3,P00533,P49368,77345.0938,108060.377,77928.1211,96521.49649,96676.82805,78841.7705,38009.31334,43331.45238,40939.77147,105677.3024,104528.9086,90430.41095,65422.94972,72362.49003,43160.54913,100,100,100,124.79,89.47,101.17,49.14,40.1,52.54,136.63,96.73,116.04,84.59,66.96,55.39
BSG_CD44,BSG,CD44,P35613,P16070,41798.0273,48965.9711,35208.1086,21680.73942,26052.78778,13245.81475,36711.86361,44403.63368,28513.51329,25490.73147,26944.00903,18547.15834,29312.2729,27964.33625,19519.36783,100,100,100,51.87,53.21,37.62,87.83,90.68,80.99,60.99,55.03,52.68,70.13,57.11,55.44
EGFR_CD44,EGFR,CD44,P00533,P16070,33065.5156,48071.9692,31695.1153,23651.53063,35272.68825,21402.60738,24351.08468,37256.61411,18042.55286,22463.92057,30141.26811,17120.59615,9069.560841,9348.654446,8077.726166,100,100,100,71.53,73.37,67.53,73.64,77.5,56.93,67.94,62.7,54.02,27.43,19.45,25.49
CD44_CD58,CD44,CD58,P16070,P19256,16350.7022,24213.2643,12960.3677,17962.17754,26913.94695,13096.32434,13921.71979,19542.56246,10989.57288,11830.16867,20313.58498,9594.226612,18669.35636,30876.61117,14125.82694,100,100,100,109.86,111.15,101.05,85.14,80.71,84.79,72.35,83.89,74.03,114.18,127.52,108.99
BSG_CDCP1,BSG,CDCP1,P35613,Q9H5V8,9377.9248,13131.7206,6016.51082,4204.887426,4853.141434,2558.92252,5213.289781,7010.033848,2201.544631,3439.343942,3334.099487,1558.595845,1978.057769,2627.936112,922.595513,100,100,100,44.84,36.96,42.53,55.59,53.38,36.59,36.67,25.39,25.91,21.09,20.01,15.33
CD44_CDCP1,CD44,CDCP1,P16070,Q9H5V8,66240.2656,61783.6206,52793.7567,75249.37295,48896.19342,49630.92641,61570.94828,48342.69908,44485.01424,41182.55812,27492.85862,35908.32219,71029.3805,47128.63515,60314.17246,100,100,100,113.6,79.14,94.01,92.95,78.25,84.26,62.17,44.5,68.02,107.23,76.28,114.24
EGFR_CDCP1,EGFR,CDCP1,P00533,Q9H5V8,9099.07715,8513.64252,8370.81431,6463.389437,4483.279564,4883.27695,4514.314282,3345.0463,2927.908017,6692.220381,7547.929995,5283.187959,3204.757337,3807.462995,2836.316159,100,100,100,71.03,52.66,58.34,49.61,39.29,34.98,73.55,88.66,63.11,35.22,44.72,33.88
SLC3A2_CDCP1,SLC3A2,CDCP1,P08195,Q9H5V8,4142.53369,3722.8536,2555.67402,7763.050802,5846.510322,4847.296139,4313.148331,3028.500752,2385.632122,5706.942358,5010.605118,3662.454767,5608.488044,3382.54004,2321.431888,100,100,100,187.4,157.04,189.67,104.12,81.35,93.35,137.76,134.59,143.31,135.39,90.86,90.83
EGFR_COG3,EGFR,COG3,P00533,Q96JB2,17189.959,22522.2843,16734.4938,15105.44236,17212.16576,12346.34602,8141.267567,7881.403002,5855.321901,6182.216108,6715.983879,4432.139218,3541.170369,7433.192669,5110.407099,100,100,100,87.87,76.42,73.78,47.36,34.99,34.99,35.96,29.82,26.49,20.6,33,30.54
SLC3A2_COG3,SLC3A2,COG3,P08195,Q96JB2,3067.07544,2953.90036,2765.31202,3853.668771,3674.390829,2813.383481,4852.818773,3784.849298,2847.265284,3269.983919,2072.253558,2176.786399,6236.622699,4905.261208,4106.149642,100,100,100,125.65,124.39,101.74,158.22,128.13,102.96,106.62,70.15,78.72,203.34,166.06,148.49
BSG_COPB1,BSG,COPB1,P35613,P53618,20810.6758,26772.9344,12815.9009,10044.96598,10466.99056,5263.067119,15745.64874,16454.98517,7211.719324,12554.80228,10860.92336,8414.44458,10096.18672,12292.15785,5726.190791,100,100,100,48.27,39.1,41.07,75.66,61.46,56.27,60.33,40.57,65.66,48.51,45.91,44.68
EGFR_COPB1,EGFR,COPB1,P00533,P53618,9882.97754,10497.4023,7333.82161,12753.56022,9565.418648,6953.472533,6736.890252,6122.5795,4091.859279,4512.563068,5016.515952,2474.730361,3622.298847,5284.328194,3177.923666,100,100,100,129.05,91.12,94.81,68.17,58.32,55.79,45.66,47.79,33.74,36.65,50.34,43.33
BSG_CPNE1,BSG,CPNE1,P35613,Q99829,5404.05957,7299.47942,3267.15391,4501.546155,5497.306321,2197.516734,7237.116954,8060.162796,3784.916193,4305.713915,4866.105379,2027.468133,4739.856038,5155.846796,2032.76622,100,100,100,83.3,75.31,67.26,133.92,110.42,115.85,79.68,66.66,62.06,87.71,70.63,62.22
